Sentence,Anger,Fear,Joy,Sadness,Surprise
You were supposed to come Tuesday .,1,0,0,1,1
You were too rough the last time !,1,0,0,0,0
You were unavailable for consultation .,1,0,0,0,0
You wicked boy .,1,0,0,0,0
You will live to regret this day .,1,0,0,0,0
You will order your officers to work .,1,0,0,0,0
You won't be needing this anymore and I think your boyfriend's had his gut full of races !,1,0,0,0,0
You won't cheat [PERSON] out of publicly ordering you out of her house .,1,0,0,0,0
"You won't get away with this , Trixie .",1,0,0,0,0
You won't get my approval on this .,1,0,0,0,0
You won't take my check . I'll say .,1,0,0,0,0
"You youngsters , be quiet .",1,0,0,0,0
You !,1,0,0,0,0
You ...,1,0,0,0,0
You ... bitch !,1,0,0,0,0
You ... shut up !,1,0,0,0,0
You'd better hurry over there .,1,0,0,0,0
You'd better listen to what he said .,1,0,0,0,0
"You'd better tell your friends , too .",1,0,0,0,0
"You'd want your mommy too , if you had to say all this . - Cut !",1,0,0,0,0
You'll be told after you sail .,1,0,0,0,0
You'll go too far .,1,1,0,1,0
You'll just have time to change .,1,0,0,0,0
You'll make no calls .,1,0,0,0,0
You'll need more than just two of us .,1,0,0,0,0
You'll never be sorry .,1,0,0,1,0
You'll never deceive the people again !,1,0,0,0,0
You'll never get me to give this up !,1,0,0,0,0
You'll never take my child out of this house .,1,0,0,0,0
You'll not take her while I live !,1,0,0,0,0
You'll regret this !,1,0,0,0,0
You'll sell the furniture ?,1,0,0,0,1
You'll stay here without food or water until you talk .,1,0,0,0,0
You'll stump to [LOCATION] with the rest of us .,1,0,0,0,0
"You're a fool , you're bagged - out with sauce .",1,0,0,0,0
You're a fool .,1,0,0,0,0
You're a fucking dead man !,1,0,0,0,0
"You're a hard man to kill , Admiral .",1,0,0,0,0
You're a liar !,1,0,0,0,0
You're a liar .,1,0,0,0,0
You're always taking me out to the summerhouse !,1,0,0,0,0
You're annoying me .,1,0,0,0,0
"You're as bad as your sister , coming home from work at all hours and colours .",1,0,0,0,0
"You're dead , you sons of bitches .",1,0,0,0,0
You're driving me crazy .,1,0,0,0,0
You're forcing us to take action against you .,1,0,0,0,0
You're giving premature value judgments .,1,0,0,0,0
You're goddamn right you got the wrong room .,1,0,0,0,0
You're going down,1,0,0,0,0
You're going into the arena alone .,1,0,0,0,0
You're going to be one unless you do exactly as I say .,1,0,0,0,0
You're gonna die .,1,0,0,0,0
You're gonna get my babies killed !,1,1,0,0,0
You're gonna leave your team ?,1,0,0,1,1
You're gonna regret this !,1,0,0,0,0
You're hanging your ass out a good long way on this one .,1,0,0,0,0
"You're here to repent your sins , is it ?",1,0,0,0,0
You're imagining things .,1,0,0,0,0
You're in no condition to discuss it .,1,0,0,0,0
"You're jealous that I have [PERSON] , and you've come to take it from me .",1,1,0,1,0
"You're just like Grandma , always judging me .",1,0,0,0,0
You're just some fucking pussy . Fucking pussy !,1,0,0,0,0
You're just spoiled . You've thrown everything away .,1,0,0,0,0
You're kidding me .,1,0,0,0,1
You're kinda that type yourself .,1,0,0,0,0
"You're late , maricón .",1,0,1,0,0
You're late .,1,0,0,0,0
You're making me look bad .,1,0,0,1,0
You're making no sense here .,1,0,0,0,0
You're men !,1,1,0,0,1
You're murderers !,1,0,0,0,0
You're not even real ghosts !,1,0,0,0,1
"You're not getting anywhere , are you ?",1,0,0,0,0
"You're not going anywhere , scuzzball !",1,0,0,0,0
You're not gonna see the sunset over there .,1,0,0,0,0
"You're not just a crook , but a murderer .",1,0,0,0,0
You're not making any sense .,1,0,0,0,0
You're not making my job any easier .,1,0,0,0,0
You're not robbing this train .,1,1,0,0,0
You're not telling me anything I don't know .,1,0,0,0,0
You're not telling me everything .,1,0,0,0,0
You're nothing but a mad scientist !,1,0,0,0,0
You're only acting .,1,0,0,0,0
You're out of your mind . - The prosecutor will explain everything when you see him .,1,0,0,0,0
You're out !,1,0,0,0,0
"You're outnumbered and outdone , [PERSON] . And you have only one wish left . So use what's left of your brain and wish to go home .",1,0,0,0,0
You're over .,1,0,0,0,0
"You're real dumb , huh ?",1,0,0,0,0
You're really wasteful !,1,0,0,0,0
You're ruining it !,1,0,0,0,0
You're sorry ?,1,0,0,0,0
You're starting to piss me off .,1,0,0,0,0
You're staying here till the real law comes .,1,0,0,0,0
You're still in FBI custody .,1,0,0,0,0
You're the kind of person that gets innocent bystanders killed .,1,1,0,0,0
"You're the only one with the experience . No , [PERSON] , I do not have the strength .",1,0,0,1,0
You're the serious one .,1,0,0,0,0
You're too young to smoke !,1,0,0,0,0
You're wasting your time .,1,0,0,0,0
"You're wasting yourself on this kid , then hanging us up for nothing .",1,0,0,0,0
You're wet !,1,0,0,0,1
You've been exploding frogs again .,1,0,0,0,0
You've caused enough trouble .,1,0,0,0,0
You've caused me enough trouble already .,1,0,0,0,0
You've cost me millions and millions of francs .,1,0,0,1,0
You've done damage enough .,1,0,0,0,0
"You've done it again , and I'm responsible .",1,0,0,0,0
You've failed .,1,0,0,1,0
You've gone out of your mind .,1,0,0,0,0
You've got ten minutes to clear out .,1,0,0,0,0
You've got to be realistic .,1,0,0,0,0
You've got to stop !,1,1,0,0,0
"You've had it too easy and you don't know it . No , no . I do know it .",1,0,0,0,0
You've never shown an ounce of courage .,1,0,0,0,0
You've no right to do it to him .,1,0,0,0,0
You've no right to think what you do about me .,1,0,0,0,0
You've overlooked several other important details .,1,0,0,0,0
You've promised to think about it .,1,0,0,1,0
You've put us all in danger for your love of this woman .,1,0,0,0,0
You've ruined the puzzle .,1,0,0,0,0
You've taken advantage of my wife .,1,0,0,0,0
"Young lady , would you pull down your dress ? Sure .",1,0,0,0,1
Young lady .,1,0,0,0,0
"Your beloved business manager , [PERSON] the man you stayed with , the one I begged you to leave ....",1,0,0,1,0
Your blood will thicken .,1,0,0,0,0
Your father wears tight underwear ! And I can't stand your mother ! Your father wears tight underwear !,1,0,0,0,0
"Your friend's a crook , a liar and a thief .",1,0,0,0,0
"Your Honor , isn't that a question for the jury ?",1,1,0,0,1
Your idea of a chance at him was uncorroborated statements from an informant who was doing hard time and who would sell his own mother to get his sentence reduced .,1,0,0,0,0
"Your little playmate's gone , and I suggest we do the same .",1,0,0,0,0
Your Ma's in a coffin being eaten by worms .,1,0,0,0,0
Your parents have been calling all day long .,1,0,0,0,0
"Your plastic's not gonna help you now , you lousy little fuck .",1,0,0,0,0
Your son is sleeping there .,1,0,0,0,0
Your whole story about how [PERSON] got his name on the door is bullshit !,1,0,0,0,0
Your whore .,1,0,0,0,0
"He wanted me ,",0,1,0,0,0
He wants it all hush - hush .,0,1,0,0,0
He's inside !,0,1,0,0,0
He's making his big move .,0,0,1,0,0
He's okay .,0,0,1,0,0
"Hello , [PERSON] .",0,0,1,0,1
Hello !,0,0,1,0,0
"Help him , [PERSON] . [PERSON] , you got rear ! - I got one mag left .",0,1,0,0,0
Herb ?,0,0,0,0,1
Here he comes .,0,1,0,0,0
Here we go again !,0,0,1,0,0
Here we go !,0,0,1,0,0
"Here , in the house of God .",0,0,1,0,0
Hey dad !,0,0,0,0,1
"Hey , [PERSON] .",0,0,1,0,1
"Hey , buddy boy !",0,0,1,0,0
"Hey , can I help you ?",0,0,1,0,0
"Hey , I bet you'd look good in one too .",0,0,1,0,0
"Hey , let's play With the mystic spirit board , ok ?",0,0,1,0,0
"Hey , lighten up !",0,0,1,0,0
"Hey , look at this .",0,0,0,0,1
"Hey , warden ! Catch !",0,0,0,0,1
"Hey , [PERSON] !",0,0,0,0,1
Hey ! Guess what ?,0,0,1,0,0
Hey .,0,0,1,0,0
"Hi , [PERSON] .",0,0,1,0,1
Hi ! - Woman : How are you ?,0,0,1,0,1
"Hold on , there .",0,0,0,0,1
Home team !,0,0,1,0,0
Hope you took your Geritol ... 'Cause it's time to dance !,0,0,1,0,0
"How ' bout it , handsome ?",0,0,1,0,0
How about a homecoming dance for your old man ?,0,0,1,0,0
How about a nice mango [LOCATION] cooler ?,0,0,1,0,1
"How about some great , big , triple - A , jumbo eagle eggs ?",0,0,1,0,0
How come ?,0,0,0,0,1
How could you let her do a thing like this ? What ?,0,0,0,0,1
"How did it go , [PERSON] ?",0,0,1,0,0
How did that happen ?,0,0,0,0,1
How do you feel ?,0,0,1,0,0
How far back do you and he go ?,0,0,0,0,1
How is she ?,0,1,0,1,0
How many years to come ?,0,0,0,1,1
"How much time did we lose , exactly ?",0,0,0,0,1
"How you doing , [PERSON] ?",0,0,1,0,0
How you doing ?,0,0,1,0,0
How'd you get in there ?,0,0,0,0,1
How's everybody doin' out there ?,0,0,1,0,0
How's it taste ?,0,0,0,0,1
Hurry back .,0,1,0,0,0
I appreciate this damn thing more and more every day .,0,0,1,0,0
I bet that was fun .,0,0,1,0,0
"I can be a friend to you , you know .",0,0,1,0,0
I can grow another one in a week .,0,0,1,0,0
I can hear it ring from the boat . Let it ring a Iong time .,0,0,1,0,0
I can not !,0,0,0,0,1
I can suggest something ... ?,0,1,0,0,0
I can turn myself on a dozen different ways .,0,0,1,0,0
I can't make it tonight .,0,0,0,1,0
I can't wait . Heh heh .,0,0,1,0,0
"I could have saved time and liquor by doing this in my office , but it needs a little ceremony .",0,0,1,0,0
I devour ... Every time I think of you .,0,0,1,0,0
I didn't expect you to .,0,0,0,0,1
"I didn't say I came to kill anybody , all right ?",0,1,0,0,0
I do not know who he brings .,0,1,0,0,0
I do not know who plays the violin . [PERSON] .,0,1,0,0,0
I do . I like her a lot .,0,0,1,0,0
I don't know what caused this great interest in us ?,0,0,0,0,1
I don't know .,0,0,0,1,1
I don't know . I must think about it .,0,0,0,0,1
I fancy something a bit sporty . - That one .,0,0,1,0,0
I get a kick out of being on the winning side for a change .,0,0,1,0,0
I got a better idea .,0,0,1,0,0
I got a gift for you .,0,0,0,0,1
I got it all planned .,0,0,1,0,0
"I got the address of this [PERSON] , and I went to see her this morning . Really early .",0,0,1,0,0
I have a business proposition for you .,0,0,1,0,0
I have been thinking about you . Really ?,0,0,0,0,1
I headed into the English old country Looking for help .,0,1,0,0,1
"I hope so , sir .",0,0,1,0,0
I hope this hurts .,0,0,0,1,0
I killed her ! I killed her like she was an animal .,0,1,0,1,0
"I knew it all along though , didn't I ? What else it is new , right ?",0,0,1,0,1
"I know bad that this mission cause you grief , lady . Is of great importance for our country .",0,0,0,1,0
I know how this city degrades the individual .,0,0,0,1,0
I know what you're going to say .,0,0,0,1,0
I know where it is .,0,0,1,0,0
"I know you're trying to scare me , huh ?",0,0,1,0,0
"I like this man , I want him to know it .",0,0,1,0,0
I made a special effort to not look like a nurse .,0,0,0,0,1
"I mean , it's man's favorite subject .",0,0,1,0,0
"I mean , our smartphone has to be the smartest . - Yeah .",0,1,0,0,0
I mean ... except with you .,0,1,0,0,0
I need to see you right away .,0,1,1,0,0
I promise .,0,1,1,0,0
I should say not .,0,1,0,0,0
I should still have enough clout to pull that off . What do you say ?,0,0,1,0,0
"I spend time with them , yeah .",0,0,1,0,0
I start to realize I got a chance to make amends .,0,0,1,1,0
I think he wants to die .,0,0,0,1,0
I think I love you .,0,0,1,0,0
I think she's about to fall in love with him .,0,0,1,0,0
I think the city is saved .,0,0,1,0,0
I think we cured you .,0,0,1,0,0
I think we make a really good team . - We do .,0,0,1,0,0
I thought you didn't --,0,0,0,0,1
I thought you'd be onto me if anyone was .  ,0,0,0,1,1
"I thought , l 'm in love . ",0,0,1,0,0
I wan na do you .,0,0,1,0,0
I wan na marry you .,0,0,1,0,0
"I want one ! Cuts along on a jolly clip too , doesn't she ?",0,0,0,0,1
I want these pots so shiny I can see my face in them !,0,0,1,0,0
I want to go to fashion school .,0,0,0,1,1
I want to help out people that I like .,0,0,1,0,0
I want to leave Mr Case's employment .,0,0,0,1,0
I was astonished at the extent of his reputation .,0,1,1,0,1
I was winning ' .,0,0,1,0,0
I will protect you .,0,1,1,0,0
I wish I could spend more than two hours with you .,0,0,0,1,0
"I would like to proudly present the newest member of the [PERSON] family , [PERSON] !",0,0,1,0,1
I would want no one else .,0,0,1,0,0
"I , on the other hand , had beaten them at their own system and subsequently [PERSON] rather effortlessly , floating up from mere marketing through the corridors of policy and on to the board and along the way promoting [PERSON]",0,0,1,0,0
I'd be delighted .,0,0,1,0,0
I'd love to .,0,0,1,0,0
I'll be fine .,0,0,1,1,0
I'll be in the hotel lobby : sharp .,0,0,1,0,0
I'll be okay .,0,0,1,0,0
I'll do that . Uh ... I'll go find him and I'll just ask him where car really is .,0,1,0,0,0
I'll make amends .,0,1,0,1,0
I'll risk it .,0,0,1,0,0
I'll see to it .,0,0,1,0,0
I'll see you later .,0,0,1,0,0
I'll take my chances .,0,0,1,0,0
I'll tell you how I first met your mother .,0,0,1,0,0
I'll try to be worthy of the job .,0,0,1,0,0
"I'm a little low on maple syrup , but I got plenty of raspberry jam , which , you know , a lot of people prefer .",0,0,1,0,0
I'm a little tense about the exam tomorrow .,0,1,0,0,0
I'm beginning to like it .,0,0,1,0,0
I'm engaged .,0,0,1,0,0
I'm fine .,0,0,1,0,0
"I'm getting frightfully healthy , you know .",0,0,1,0,0
I'm glad you're making new friends .,0,0,1,0,0
"I'm going to hit you now Ready or not , here it comes !",0,0,1,0,0
I'm going to make him happy .,0,0,1,0,0
I'm going to see my mother before she dies ... in [LOCATION] .,0,1,1,0,0
I'm going to take this directly to [PERSON] .,0,0,1,0,0
I'm going to take you and buy you a drink .,0,0,1,0,0
"I'm just a little anxious to get up there and whoop ET's ass , that's all .",0,1,1,0,0
I'm meeting somebody .,0,0,1,0,0
I'm not getting any younger !,0,1,0,0,0
"If I hadn't seen you on the news , I wouldn't have known who his partner was .",0,0,0,0,1
"If this is an escape route , why didn't you escape long ago ?",0,0,0,0,1
Is there anybody here ?,0,0,0,0,1
ISI is sending someone important to meet the CIA .,0,0,0,0,1
It doesn't matter . They run a little family grocery shop back home .,0,0,1,0,0
It had to be filled with love .,0,0,1,0,0
It may be the only way to unite us in this incredibly divided world of ours .,0,0,1,0,0
It might help .,0,0,1,0,0
It provides us that delicious house over there .,0,0,0,0,1
"It still has the keys , Mr. [PERSON] ? - Oui .",0,0,0,0,1
It's a road trip and a party rolled into one .,0,0,1,0,0
It's all right . I'll have to bring our sledge . Hurry .,0,0,1,0,0
It's for my kind of money .,0,0,1,0,0
It's my birthday . I thought I'd invite you for dinner .,0,0,1,0,0
"It's not a role . It's a job , a rent - paying job . Now come on ;",0,0,1,0,0
"It's taken a long time to get here , but we're here .",0,0,1,0,0
"It's yours , Shooter .",0,0,1,0,0
It's ... unselfish love .,0,0,1,0,0
Jerry : And where does the boner come into this story ?,0,0,1,0,0
Junior !,0,0,1,0,0
Just a walk in the park .,0,0,1,0,0
"Just give me the stamp . I love you , [PERSON] , [PERSON] , [PERSON] , [PERSON] , whatever your name is .",0,0,1,0,0
Just like we're gonna find a big hunk of that long green .,0,0,1,0,0
l had a dream that I was drowning .,0,1,0,1,0
l'll bring [PERSON] and one other .,0,0,1,0,0
l 'm feeling much more relaxed now . - Good .,0,0,1,0,0
Let him go .,0,1,0,0,0
